Compound Name,IUPAC,Inchi,SMILES,CAS Number,DTXSID,Project ID (RISK-HUNT3R),Project ID (ONTOX),Project ID (PrecisionTox),Used in RISK-HUNT3R,Used in ONTOX,Used in PrecisionTox,Liver case-study (ONTOX),Kidney case-study (ONTOX),Developping Brain case-study (ONTOX),Included Cholestasis selection (Sept2022ONTOX),Included Steatosis selection (Sept2022ONTOX),Included Crystalopathy selection (Sept2022ONTOX),Included Tubular Necrosis selection (Sept2022ONTOX),Included CFD selection (Sept2022ONTOX),Included NTC selection (Sept2022ONTOX),Compound updated
40-O-(2-Hydroxyethyl)-Rapamycin,"(1R,9S,12S,15R,16E,18R,19R,21R,23S,24E,26E,28E,30S,32S,35R)-1,18-dihydroxy-12-[(2R)-1-[(1S,3R,4R)-4-(2-hydroxyethoxy)-3-methoxycyclohexyl]propan-2-yl]-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-11,36-dioxa-4-azatricyclo[30.3.1.04,9]hexatriaconta-16,24,26,28-tetraene-2,3,10,14,20-pentone","InChI=1S/C53H83NO14/c1-32-16-12-11-13-17-33(2)44(63-8)30-40-21-19-38(7)53(62,68-40)50(59)51(60)54-23-15-14-18-41(54)52(61)67-45(35(4)28-39-20-22-43(66-25-24-55)46(29-39)64-9)31-42(56)34(3)27-37(6)48(58)49(65-10)47(57)36(5)26-32/h11-13,16-17,27,32,34-36,38-41,43-46,48-49,55,58,62H,14-15,18-26,28-31H2,1-10H3/b13-11+,16-12+,33-17+,37-27+/t32-,34-,35-,36-,38-,39+,40+,41+,43-,44+,45+,46-,48-,49+,53-/m1/s1",C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OCCO)C)/C)O)OC)C)C)/C)OC,159351-69-6,DTXSID0040599,RH0105,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
"5-(1,4-diazepan-1-ylsulfonyl)isoquinoline","5-(1,4-diazepan-1-ylsulfonyl)isoquinoline","InChI=1S/C14H17N3O2S/c18-20(19,17-9-2-6-15-8-10-17)14-4-1-3-12-11-16-7-5-13(12)14/h1,3-5,7,11,15H,2,6,8-10H2",C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3,103745-39-7,DTXSID4048569,RH0214,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
5-(2-hydroxypropan-2-yl)-2-propyl-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]imidazole-4-carboxylic acid,5-(2-hydroxypropan-2-yl)-2-propyl-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]imidazole-4-carboxylic acid,"InChI=1S/C24H26N6O3/c1-4-7-19-25-21(24(2,3)33)20(23(31)32)30(19)14-15-10-12-16(13-11-15)17-8-5-6-9-18(17)22-26-28-29-27-22/h5-6,8-13,33H,4,7,14H2,1-3H3,(H,31,32)(H,26,27,28,29)",CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O,144689-24-7,DTXSID2040571,RH0320,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
"5-(2,6-dimorpholin-4-ylpyrimidin-4-yl)-4-(trifluoromethyl)pyridin-2-amine","5-(2,6-dimorpholin-4-ylpyrimidin-4-yl)-4-(trifluoromethyl)pyridin-2-amine","InChI=1S/C18H21F3N6O2/c19-18(20,21)13-9-15(22)23-11-12(13)14-10-16(26-1-5-28-6-2-26)25-17(24-14)27-3-7-29-8-4-27/h9-11H,1-8H2,(H2,22,23)",C1COCCN1C2=NC(=NC(=C2)C3=CN=C(C=C3C(F)(F)F)N)N4CCOCC4,944396-07-0,DTXSID50241486,RH0168,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
"5-(3-chloroanilino)benzo[c][2,6]naphthyridine-8-carboxylic acid","5-(3-chloroanilino)benzo[c][2,6]naphthyridine-8-carboxylic acid","InChI=1S/C19H12ClN3O2/c20-12-2-1-3-13(9-12)22-18-15-6-7-21-10-16(15)14-5-4-11(19(24)25)8-17(14)23-18/h1-10H,(H,22,23)(H,24,25)",C1=CC(=CC(=C1)Cl)NC2=NC3=C(C=CC(=C3)C(=O)O)C4=C2C=CN=C4,1009820-21-6,DTXSID40143602,RH0365,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
"5-(4-chlorophenyl)-N-(4-chlorophenyl)sulfonyl-N'-methyl-4-phenyl-3,4-dihydropyrazole-2-carboximidamide","5-(4-chlorophenyl)-N-(4-chlorophenyl)sulfonyl-N'-methyl-4-phenyl-3,4-dihydropyrazole-2-carboximidamide","InChI=1S/C23H20Cl2N4O2S/c1-26-23(28-32(30,31)20-13-11-19(25)12-14-20)29-15-21(16-5-3-2-4-6-16)22(27-29)17-7-9-18(24)10-8-17/h2-14,21H,15H2,1H3,(H,26,28)",CN=C(NS(=O)(=O)C1=CC=C(C=C1)Cl)N2CC(C(=N2)C3=CC=C(C=C3)Cl)C4=CC=CC=C4,362519-49-1,DTXSID60457819,RH0272,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
"5-[[4-[(1-methylcyclohexyl)methoxy]phenyl]methyl]-1,3-thiazolidine-2,4-dione","5-[[4-[(1-methylcyclohexyl)methoxy]phenyl]methyl]-1,3-thiazolidine-2,4-dione","InChI=1S/C18H23NO3S/c1-18(9-3-2-4-10-18)12-22-14-7-5-13(6-8-14)11-15-16(20)19-17(21)23-15/h5-8,15H,2-4,9-12H2,1H3,(H,19,20,21)",CC1(CCCCC1)COC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,74772-77-3,DTXSID0040757,RH0223,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
5-Amino-6-chloro-o-cresol,3-amino-2-chloro-6-methylphenol,"InChI=1S/C7H8ClNO/c1-4-2-3-5(9)6(8)7(4)10/h2-3,10H,9H2,1H3",CC1=C(C(=C(C=C1)N)Cl)O,84540-50-1,DTXSID80233531,,CMS-88809,,FALSE,TRUE,FALSE,Steatosis,,,no,no,no,no,no,no,Jun/22
5-aminolevulinic acid,5-amino-4-oxopentanoic acid,"InChI=1S/C5H9NO3/c6-3-4(7)1-2-5(8)9/h1-3,6H2,(H,8,9)",NCC(=O)CCC(=O)O,106-60-5,DTXSID8048490,RH0020,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
"5-butan-2-yl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione","5-butan-2-yl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione","InChI=1S/C11H16N2O3/c1-4-6-11(7(3)5-2)8(14)12-10(16)13-9(11)15/h4,7H,1,5-6H2,2-3H3,(H2,12,13,14,15,16)",CCC(C)C1(C(=O)NC(=O)NC1=O)CC=C,115-44-6,DTXSID8023630,RH0329,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
"5-chloro-2-N-(5-methyl-4-piperidin-4-yl-2-propan-2-yloxyphenyl)-4-N-(2-propan-2-ylsulfonylphenyl)pyrimidine-2,4-diamine","5-chloro-2-N-(5-methyl-4-piperidin-4-yl-2-propan-2-yloxyphenyl)-4-N-(2-propan-2-ylsulfonylphenyl)pyrimidine-2,4-diamine","InChI=1S/C28H36ClN5O3S/c1-17(2)37-25-15-21(20-10-12-30-13-11-20)19(5)14-24(25)33-28-31-16-22(29)27(34-28)32-23-8-6-7-9-26(23)38(35,36)18(3)4/h6-9,14-18,20,30H,10-13H2,1-5H3,(H2,31,32,33,34)",CC1=CC(=C(C=C1C2CCNCC2)OC(C)C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl,1032900-25-6,DTXSID10725373,RH0311,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
"5-chloro-2-N-[2-methoxy-4-[4-(4-methylpiperazin-1-yl)piperidin-1-yl]phenyl]-4-N-(2-propan-2-ylsulfonylphenyl)pyrimidine-2,4-diamine","5-chloro-2-N-[2-methoxy-4-[4-(4-methylpiperazin-1-yl)piperidin-1-yl]phenyl]-4-N-(2-propan-2-ylsulfonylphenyl)pyrimidine-2,4-diamine","InChI=1S/C30H40ClN7O3S/c1-21(2)42(39,40)28-8-6-5-7-26(28)33-29-24(31)20-32-30(35-29)34-25-10-9-23(19-27(25)41-4)37-13-11-22(12-14-37)38-17-15-36(3)16-18-38/h5-10,19-22H,11-18H2,1-4H3,(H2,32,33,34,35)",CC(C)S(=O)(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCC(CC4)N5CCN(CC5)C)OC,761439-42-3,DTXSID30227001,RH0310,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
5-Fluorouracil,"5-fluoro-1H-pyrimidine-2,4-dione","InChI=1S/C4H3FN2O2/c5-2-1-6-4(9)7-3(2)8/h1H,(H2,6,7,8,9)",C1=C(C(=O)NC(=O)N1)F,51-21-8,DTXSID2020634,RH0191,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
5-hydroxy-1-methylpyrrolidin-2-one,5-hydroxy-1-methylpyrrolidin-2-one,"InChI=1S/C5H9NO2/c1-6-4(7)2-3-5(6)8/h4,7H,2-3H2,1H3",CN1C(CCC1=O)O,41194-00-7,DTXSID50423780,RH0081,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
5-methyl-1H-imidazole,5-methyl-1H-imidazole,"InChI=1S/C4H6N2/c1-4-2-5-3-6-4/h2-3H,1H3,(H,5,6)",CC1=CNC=N1,822-36-6,DTXSID9025617,,,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
"5,6-Benzoflavone",3-phenylbenzo[f]chromen-1-one,InChI=1S/C19H12O2/c20-16-12-18(14-7-2-1-3-8-14)21-17-11-10-13-6-4-5-9-15(13)19(16)17/h1-12H,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC4=CC=CC=C43,6051-87-2,DTXSID8030423,RH0316,CMS-6560,,TRUE,TRUE,FALSE,,,,,no,no,no,no,no,Jan/22
6-(4-bromo-2-chloroanilino)-7-fluoro-N-(2-hydroxyethoxy)-3-methylbenzimidazole-5-carboxamide,6-(4-bromo-2-chloroanilino)-7-fluoro-N-(2-hydroxyethoxy)-3-methylbenzimidazole-5-carboxamide,"InChI=1S/C17H15BrClFN4O3/c1-24-8-21-16-13(24)7-10(17(26)23-27-5-4-25)15(14(16)20)22-12-3-2-9(18)6-11(12)19/h2-3,6-8,22,25H,4-5H2,1H3,(H,23,26)",CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO,606143-52-6,DTXSID3048944,RH0154,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
6-(4-methylpiperazin-1-yl)-N-(5-methyl-1H-pyrazol-3-yl)-2-[(E)-2-phenylethenyl]pyrimidin-4-amine,6-(4-methylpiperazin-1-yl)-N-(5-methyl-1H-pyrazol-3-yl)-2-[(E)-2-phenylethenyl]pyrimidin-4-amine,"InChI=1S/C21H25N7/c1-16-14-20(26-25-16)23-19-15-21(28-12-10-27(2)11-13-28)24-18(22-19)9-8-17-6-4-3-5-7-17/h3-9,14-15H,10-13H2,1-2H3,(H2,22,23,24,25,26)/b9-8+",CC1=CC(=NN1)NC2=CC(=NC(=N2)/C=C/C3=CC=CC=C3)N4CCN(CC4)C,934353-76-1,DTXSID60239430,RH0263,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
6-[(R)-amino-(4-chlorophenyl)-(3-methylimidazol-4-yl)methyl]-4-(3-chlorophenyl)-1-methylquinolin-2-one,6-[(R)-amino-(4-chlorophenyl)-(3-methylimidazol-4-yl)methyl]-4-(3-chlorophenyl)-1-methylquinolin-2-one,"InChI=1S/C27H22Cl2N4O/c1-32-16-31-15-25(32)27(30,18-6-9-20(28)10-7-18)19-8-11-24-23(13-19)22(14-26(34)33(24)2)17-4-3-5-21(29)12-17/h3-16H,30H2,1-2H3/t27-/m1/s1",CN1C=NC=C1[C@@](C2=CC=C(C=C2)Cl)(C3=CC4=C(C=C3)N(C(=O)C=C4C5=CC(=CC=C5)Cl)C)N,192185-72-1,DTXSID5041140,RH0332,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
6-[5-[[(2S)-azetidin-2-yl]methoxy]pyridin-3-yl]hex-5-yn-1-ol,6-[5-[[(2S)-azetidin-2-yl]methoxy]pyridin-3-yl]hex-5-yn-1-ol,"InChI=1S/C15H20N2O2/c18-8-4-2-1-3-5-13-9-15(11-16-10-13)19-12-14-6-7-17-14/h9-11,14,17-18H,1-2,4,6-8,12H2/t14-/m0/s1",C1CN[C@@H]1COC2=CN=CC(=C2)C#CCCCCO,820231-95-6,DTXSID401010179,RH0273,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
"6-bromo-3-(1-methylpyrazol-4-yl)-5-[(3R)-piperidin-3-yl]pyrazolo[1,5-a]pyrimidin-7-amine","6-bromo-3-(1-methylpyrazol-4-yl)-5-[(3R)-piperidin-3-yl]pyrazolo[1,5-a]pyrimidin-7-amine","InChI=1S/C15H18BrN7/c1-22-8-10(6-19-22)11-7-20-23-14(17)12(16)13(21-15(11)23)9-3-2-4-18-5-9/h6-9,18H,2-5,17H2,1H3/t9-/m1/s1",CN1C=C(C=N1)C2=C3N=C(C(=C(N3N=C2)N)Br)[C@@H]4CCCNC4,891494-63-6,DTXSID00237551,RH0283,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
"6-chloro-2-N,4-N-diethyl-1,3,5-triazine-2,4-diamine","6-chloro-2-N,4-N-diethyl-1,3,5-triazine-2,4-diamine","InChI=1S/C7H12ClN5/c1-3-9-6-11-5(8)12-7(13-6)10-4-2/h3-4H2,1-2H3,(H2,9,10,11,12,13)",CCNc1nc(Cl)nc(NCC)n1,122-34-9,DTXSID4021268,,,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
6-chloro-3-(4-chlorothiophene-2-carbonyl)-5-fluoro-2-oxo-3H-indole-1-carboxamide,6-chloro-3-(4-chlorothiophene-2-carbonyl)-5-fluoro-2-oxo-3H-indole-1-carboxamide,"InChI=1S/C14H7Cl2FN2O3S/c15-5-1-10(23-4-5)12(20)11-6-2-8(17)7(16)3-9(6)19(13(11)21)14(18)22/h1-4,11H,(H2,18,22)",O=C(c1scc(Cl)c1)C3c2cc(F)c(Cl)cc2N(C(=O)N)C3=O,135080-03-4,DTXSID7047304,,,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
6-Diazo-5-Oxo-Norleucine,2-amino-6-diazo-5-oxohexanoic acid,"InChI=1S/C6H9N3O3/c7-5(6(11)12)2-1-4(10)3-9-8/h3,5H,1-2,7H2,(H,11,12)",C(CC(=O)C=[N+]=[N-])C(C(=O)O)N,0157-03-09,DTXSID501028846,,,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
"6,7-Dimethyl-2-Phenylquinoxaline","6,7-dimethyl-2-phenylquinoxaline","InChI=1S/C16H14N2/c1-11-8-14-15(9-12(11)2)18-16(10-17-14)13-6-4-3-5-7-13/h3-10H,1-2H3",CC1=CC2=NC=C(N=C2C=C1C)C3=CC=CC=C3,###############################################################################################################################################################################################################################################################,DTXSID10274351,RH0116,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
"6,7,13,14-tetrahydroxy-2,9-dioxatetracyclo[6.6.2.04,16.011,15]hexadeca-1(15),4,6,8(16),11,13-hexaene-3,10-dione","6,7,13,14-tetrahydroxy-2,9-dioxatetracyclo[6.6.2.04,16.011,15]hexadeca-1(15),4,6,8(16),11,13-hexaene-3,10-dione","InChI=1S/C14H6O8/c15-5-1-3-7-8-4(14(20)22-11(7)9(5)17)2-6(16)10(18)12(8)21-13(3)19/h1-2,15-18H",C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,476-66-4,DTXSID2020557,RH0325,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
7-DIETHYLAMINO-4-METHYLCOUMARIN,7-(diethylamino)-4-methylchromen-2-one,"InChI=1S/C14H17NO2/c1-4-15(5-2)11-6-7-12-10(3)8-14(16)17-13(12)9-11/h6-9H,4-5H2,1-3H3",CCN(CC)c1ccc2c(cc(=O)oc2c1)C,91-44-1,DTXSID9025035,,,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
7-hydroxyloxapine,"8-chloro-6-(4-methylpiperazin-1-yl)benzo[b][1,4]benzoxazepin-2-ol","InChI=1S/C18H18ClN3O2/c1-21-6-8-22(9-7-21)18-14-10-12(19)2-5-16(14)24-17-11-13(23)3-4-15(17)20-18/h2-5,10-11,23H,6-9H2,1H3",CN1CCN(CC1)C2=NC3=C(C=C(C=C3)O)OC4=C2C=C(C=C4)Cl,37081-75-7,DTXSID40190575,RH0088,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
7-Nitroindazole,7-nitro-1H-indazole,"InChI=1S/C7H5N3O2/c11-10(12)6-3-1-2-5-4-8-9-7(5)6/h1-4H,(H,8,9)",C1=CC2=C(C(=C1)[N+](=O)[O-])NN=C2,2942-42-9,DTXSID30183638,RH0100,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
"8-[(E)-2-(3-chlorophenyl)ethenyl]-1,3,7-trimethylpurine-2,6-dione","8-[(E)-2-(3-chlorophenyl)ethenyl]-1,3,7-trimethylpurine-2,6-dione","InChI=1S/C16H15ClN4O2/c1-19-12(8-7-10-5-4-6-11(17)9-10)18-14-13(19)15(22)21(3)16(23)20(14)2/h4-9H,1-3H3/b8-7+",CN1C(=NC2=C1C(=O)N(C(=O)N2C)C)/C=C/C3=CC(=CC=C3)Cl,147700-11-6,DTXSID60872447,RH0288,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
8-hydroxyloxapine,"8-chloro-6-(4-methylpiperazin-1-yl)benzo[b][1,4]benzoxazepin-3-ol","InChI=1S/C18H18ClN3O2/c1-21-6-8-22(9-7-21)18-14-10-12(19)2-4-16(14)24-17-5-3-13(23)11-15(17)20-18/h2-5,10-11,23H,6-9H2,1H3",CN1CCN(CC1)C2=NC3=C(C=CC(=C3)O)OC4=C2C=C(C=C4)Cl,61443-77-4,DTXSID80210387,RH0404,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
8-HYDROXYQUINOLINE,quinolin-8-ol,"InChI=1S/C9H7NO/c11-8-5-1-3-7-4-2-6-10-9(7)8/h1-6,11H",C1=CC2=C(C(=C1)O)N=CC=C2,148-24-3,DTXSID5020730,,,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
9-Anthracenecarbonitrile,anthracene-9-carbonitrile,InChI=1S/C15H9N/c16-10-15-13-7-3-1-5-11(13)9-12-6-2-4-8-14(12)15/h1-9H,c1ccc2c(c1)cc3ccccc3c2C#N,1210-12-4,DTXSID3049209,,,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
"9-nitro-7,12-dihydro-5H-indolo[3,2-d][1]benzazepin-6-one","9-nitro-7,12-dihydro-5H-indolo[3,2-d][1]benzazepin-6-one","InChI=1S/C16H11N3O3/c20-15-8-12-11-7-9(19(21)22)5-6-14(11)18-16(12)10-3-1-2-4-13(10)17-15/h1-7,18H,8H2,(H,17,20)",C1C2=C(C3=CC=CC=C3NC1=O)NC4=C2C=C(C=C4)[N+](=O)[O-],237430-03-4,DTXSID50407444,RH0357,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
A-425619,1-isoquinolin-5-yl-3-[[4-(trifluoromethyl)phenyl]methyl]urea,"InChI=1S/C18H14F3N3O/c19-18(20,21)14-6-4-12(5-7-14)10-23-17(25)24-16-3-1-2-13-11-22-9-8-15(13)16/h1-9,11H,10H2,(H2,23,24,25)",C1=CC2=C(C=CN=C2)C(=C1)NC(=O)NCC3=CC=C(C=C3)C(F)(F)F,581809-67-8,DTXSID20206906,RH0204,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
Acarbose,"(2R,3R,4R,5S,6R)-5-[(2R,3R,4R,5S,6R)-5-[(2R,3R,4S,5S,6R)-3,4-dihydroxy-6-methyl-5-[[(1S,4R,5S,6S)-4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl]amino]oxan-2-yl]oxy-3,4-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-(hydroxymethyl)oxane-2,3,4-triol","InChI=1S/C25H43NO18/c1-6-11(26-8-2-7(3-27)12(30)15(33)13(8)31)14(32)19(37)24(40-6)43-22-10(5-29)42-25(20(38)17(22)35)44-21-9(4-28)41-23(39)18(36)16(21)34/h2,6,8-39H,3-5H2,1H3/t6-,8+,9-,10-,11-,12-,13+,14+,15+,16-,17-,18-,19-,20-,21-,22-,23-,24-,25-/m1/s1",C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)O)N[C@H]4C=C([C@H]([C@@H]([C@H]4O)O)O)CO,56180-94-0,DTXSID8046034,RH0331,CMS-33985,,TRUE,TRUE,FALSE,,Kidney(neg),,no,no,YES,YES,no,no,Sep/22
Accetonanil,"2,2,4-trimethyl-1H-quinoline","InChI=1S/C12H15N/c1-9-8-12(2,3)13-11-7-5-4-6-10(9)11/h4-8,13H,1-3H3",CC1=CC(NC2=CC=CC=C12)(C)C,26780-96-1,DTXSID5025071,,CMS-4154,,FALSE,TRUE,FALSE,,,Neural Tube Defects,no,no,no,no,no,no,Jan/22
Acenocoumarol,4-hydroxy-3-[1-(4-nitrophenyl)-3-oxobutyl]chromen-2-one,"InChI=1S/C19H15NO6/c1-11(21)10-15(12-6-8-13(9-7-12)20(24)25)17-18(22)14-4-2-3-5-16(14)26-19(17)23/h2-9,15,22H,10H2,1H3",CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O,152-72-7,DTXSID2022541,RH0193,CMS-1908,,TRUE,TRUE,FALSE,Cholestasis,,,no,no,no,no,no,no,Jan/22
Acetaminophen,N-(4-hydroxyphenyl)acetamide,"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)",CC(=O)NC1=CC=C(C=C1)O,103-90-2,DTXSID2020006,,CMS-6,,FALSE,TRUE,FALSE,Cholestasis (neg),not specified,Developing brain (Neg_Oldselection),YES,no,no,no,no,no,Sep/22
Acetazolamide,"N-(5-sulfamoyl-1,3,4-thiadiazol-2-yl)acetamide","InChI=1S/C4H6N4O3S2/c1-2(9)6-3-7-8-4(12-3)13(5,10)11/h1H3,(H2,5,10,11)(H,6,7,9)",CC(=O)NC1=NN=C(S1)S(=O)(=O)N,59-66-5,DTXSID7022544,RH0254,CMS-2425,,TRUE,TRUE,FALSE,,,,,no,no,no,no,no,Jan/22
acetyloxy(phenyl)mercury,acetyloxy(phenyl)mercury,"InChI=1S/C6H5.C2H4O2.Hg/c1-2-4-6-5-3-1;1-2(3)4;/h1-5H;1H3,(H,3,4);/q;;+1/p-1",CC(=O)O[Hg]c1ccccc1,62-38-4,DTXSID7021150,,,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
Acitretin,"(2E,4E,6E,8E)-9-(4-methoxy-2,3,6-trimethylphenyl)-3,7-dimethylnona-2,4,6,8-tetraenoic acid","InChI=1S/C21H26O3/c1-14(8-7-9-15(2)12-21(22)23)10-11-19-16(3)13-20(24-6)18(5)17(19)4/h7-13H,1-6H3,(H,22,23)/b9-7+,11-10+,14-8+,15-12+",CC1=CC(=C(C(=C1/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C)C)C)OC,55079-83-9,DTXSID6022553,,CMS-2432,,FALSE,TRUE,FALSE,Cholestasis,,,YES,no,no,no,no,no,Jan/22
Acrylamide,prop-2-enamide,"InChI=1S/C3H5NO/c1-2-3(4)5/h2H,1H2,(H2,4,5)",C=CC(=O)N,79-06-1,DTXSID5020027,,CMS-28,,FALSE,TRUE,TRUE,,,,,no,no,no,no,no,Jan/22
Acyclovir,2-amino-9-(2-hydroxyethoxymethyl)-1H-purin-6-one,"InChI=1S/C8H11N5O3/c9-8-11-6-5(7(15)12-8)10-3-13(6)4-16-2-1-14/h3,14H,1-2,4H2,(H3,9,11,12,15)",C1=NC2=C(N1COCCO)N=C(NC2=O)N,59277-89-3,DTXSID1022556,RH0013,CMS-2435,,TRUE,TRUE,FALSE,Cholestasis (neg),Crystalopathy,,YES,no,YES,no,no,no,Sep/22
Adefovir,2-(6-aminopurin-9-yl)ethoxymethylphosphonic acid,"InChI=1S/C8H12N5O4P/c9-7-6-8(11-3-10-7)13(4-12-6)1-2-17-5-18(14,15)16/h3-4H,1-2,5H2,(H2,9,10,11)(H2,14,15,16)",C1=NC(=C2C(=N1)N(C=N2)CCOCP(=O)(O)O)N,106941-25-7,DTXSID6046214,,CMS-43472,,FALSE,TRUE,FALSE,,,,,no,no,no,no,no,Jan/22
Allopurinol,"1,5-dihydropyrazolo[3,4-d]pyrimidin-4-one","InChI=1S/C5H4N4O/c10-5-3-1-8-9-4(3)6-2-7-5/h1-2H,(H2,6,7,8,9,10)",C1=NNC2=C1C(=O)NC=N2,315-30-0,DTXSID4022573,,CMS-2449,,FALSE,TRUE,FALSE,,not specified,,no,no,no,no,no,no,Jan/22
allura red,disodium;6-hydroxy-5-[(2-methoxy-5-methyl-4-sulfonatophenyl)diazenyl]naphthalene-2-sulfonate,"InChI=1S/C18H16N2O8S2.2Na/c1-10-7-14(16(28-2)9-17(10)30(25,26)27)19-20-18-13-5-4-12(29(22,23)24)8-11(13)3-6-15(18)21;;/h3-9,21H,1-2H3,(H,22,23,24)(H,25,26,27);;/q;2*+1/p-2",COc1cc(S(=O)(=O)[O-])c(C)cc1N=Nc1c(O)ccc2cc(S(=O)(=O)[O-])ccc12.[Na+].[Na+],25956-17-6,DTXSID4024436,RH0047,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
